building_type_code,build_age,exclusive_area,floor,dist_to_subway,is_station_area,avg_sale_price,avg_jeonse_deposit,gap_amount,total_tx_count,group_avg_jeonse_rate,jeonse_rate_deviation,risk_label
0,12.0,20.330645161290324,10.316129032258065,337.0,1,159272727.27272728,153064516.12903225,6208211.143695027,64,68.10651468976125,27.995635847873146,2
0,25.0,82.02452127659575,9.11968085106383,194.0,1,1351582089.5522387,657166137.5661376,694415951.9861012,256,68.10651468976125,-19.484522533602394,1
0,12.0,16.202516129032258,11.116129032258064,69.0,1,146818181.8181818,133083333.33333333,13734848.484848484,45,68.10651468976125,22.538480150280023,2
0,15.0,102.6158064516129,18.198924731182796,326.0,1,1759787234.0425532,954334666.6666666,805452567.3758866,122,68.10651468976125,-13.876398218556652,0
0,55.0,83.4893220338983,3.830508474576271,966.0,0,985000000.0,270078947.3684211,714921052.6315789,52,41.165190387806774,-13.746007913855394,2
0,22.0,65.23505494505494,7.010989010989011,473.0,1,957300000.0,465577450.98039216,491722549.01960784,56,47.93258430335195,0.7018511902646907,1
0,27.0,73.5879702970297,10.014851485148515,375.0,1,1832220930.2325583,680010102.0408163,1152210828.191742,380,47.93258430335195,-10.818604716048327,2
0,6.0,96.32204007537689,20.72110552763819,359.0,1,3448647058.8235292,1665858547.2972972,1782788511.526232,381,47.93258430335195,0.3721137096012157,1
0,21.0,91.14,7.819672131147541,418.0,1,1202700000.0,621720454.5454545,580979545.4545455,54,47.93258430335195,3.7611426897015505,0
0,22.0,118.08375,4.125,776.0,0,733333333.3333334,588000000.0,145333333.33333337,8,41.165190387806774,39.0166277940114,2
0,19.0,146.9695767195767,23.624338624338623,464.0,1,3415227272.7272725,1436780000.0,1978447272.7272725,122,47.93258430335195,-5.862763314465276,1
0,28.0,76.67755775577558,10.976237623762376,291.0,1,2048127920.0,756920447.3684211,1291207472.631579,1010,47.93258430335195,-10.975886434186577,2
0,23.0,209.932,6.733333333333333,475.0,1,4292500000.0,2408333333.3333335,1884166666.6666665,10,47.93258430335195,8.173026257704159,0
0,26.0,74.69802816901408,7.52112676056338,930.0,0,1566250000.0,544890000.0,1021360000.0,100,41.165190387806774,-6.37572510448674,2
0,46.0,62.86661870503597,3.870503597122302,305.0,1,941800000.0,291362903.2258065,650437096.7741935,82,47.93258430335195,-16.995771474109386,2
0,55.0,45.267857142857146,2.892857142857143,291.0,1,306666666.6666667,183492307.69230768,123174358.974359,19,47.93258430335195,11.901863857183166,0
0,12.0,92.4158986083499,16.282306163021868,139.0,1,1646490909.090909,897664402.7303754,748826506.3605336,348,47.93258430335195,6.5872674476674575,0
0,54.0,154.18848484848485,6.424242424242424,249.0,1,2096440000.0,1061388888.8888888,1035051111.1111112,18,47.93258430335195,2.6955705157169874,0
0,25.0,77.8715915915916,10.372372372372372,654.0,0,1299510309.2783506,542554476.4397906,756955832.83856,479,41.165190387806774,0.5854962028278337,1
0,27.0,69.28506787330316,11.452488687782806,653.0,0,1326948717.9487178,546000522.3880597,780948195.5606581,173,41.165190387806774,-0.0181200449451282,1
0,14.0,81.94133333333333,3.0,639.0,0,771000000.0,499090909.09090906,271909090.90909094,13,41.165190387806774,23.56774204940581,0
0,50.0,89.09,7.746268656716418,559.0,0,1588909090.909091,717500000.0,871409090.909091,46,41.165190387806774,3.991578121175948,1
0,25.0,77.83306393244874,11.284680337756333,553.0,0,1317021126.7605634,573531385.2813853,743489741.4791781,604,41.165190387806774,2.382431865762001,1
0,8.0,25.20974025974026,13.246753246753247,259.0,1,448375000.0,284660185.1851852,163714814.8148148,62,47.93258430335195,15.554493518824842,0
0,55.0,110.0682326621924,3.21923937360179,330.0,1,4401218131.868132,439384297.5206612,3961833834.3474703,333,47.93258430335195,-37.949341383870454,2
0,15.0,84.7554501607717,11.135048231511254,416.0,1,1963906779.661017,812186795.5801105,1151719984.0809064,421,47.93258430335195,-6.5769148799641854,1
0,18.0,195.74666666666667,3.3333333333333335,516.0,0,3833333333.3333335,1975000000.0,1858333333.3333335,5,41.165190387806774,10.356548742628007,0
0,13.0,137.5787894736842,18.652631578947368,139.0,1,1858478260.8695652,1016185714.2857143,842292546.583851,93,47.93258430335195,6.745790778111207,0
0,25.0,59.69,6.2835820895522385,568.0,0,876877777.7777778,386965932.2033898,489911845.57438797,163,41.165190387806774,2.9647832539082586,1
0,14.0,18.12400966183575,11.864734299516908,398.0,1,159966666.66666666,171450769.23076922,-11484102.56410256,80,47.93258430335195,59.246475436657995,2
0,47.0,116.66360248447205,6.291925465838509,441.0,1,2361464285.714286,513231707.31707317,1848232578.3972127,110,47.93258430335195,-26.198962904888457,2
0,16.0,71.05708520179373,11.161434977578475,297.0,1,1513410256.4102564,735116589.1472868,778293667.2629696,168,47.93258430335195,0.6409327607487967,1
0,53.0,71.05666666666667,6.833333333333333,861.0,0,1440000000.0,200000000.0,1240000000.0,5,41.165190387806774,-27.276301498917885,2
0,15.0,139.12589539748953,4.7656903765690375,838.0,0,6586956521.73913,3798991219.512195,2787965302.226935,128,41.165190387806774,16.509263769804114,0
0,22.0,72.49321581196581,9.16025641025641,436.0,1,1089632716.0493827,551911818.1818181,537720897.8675646,382,51.95230375186313,-1.3011246845850835,0
0,28.0,74.4487213740458,14.452290076335878,375.0,1,913269736.8421053,480100790.513834,433168946.32827127,405,51.95230375186313,0.6171367043510045,0
0,23.0,91.4355475285171,11.7680608365019,163.0,1,1580550724.6376812,789398064.516129,791152660.1215522,193,51.95230375186313,-2.0078095821434374,1
0,7.0,73.98115215622457,9.81692432872254,211.0,1,1620535564.8535564,804484530.4777595,816051034.3757969,846,51.95230375186313,-2.3091766323136937,1
0,10.0,74.45451794510907,8.558057705840957,173.0,1,1870096153.8461537,877652756.849315,992443396.9968387,844,51.95230375186313,-5.021414393886488,1
0,26.0,75.93454926624737,12.285814116002795,162.0,1,1237037037.0370371,586503760.9329447,650533276.1040925,1010,51.95230375186313,-4.540323077643052,1
0,25.0,78.21237234042553,10.352127659574467,656.0,0,1188124413.14554,507875555.5555556,680248857.5899844,699,41.065533402271925,1.6804576687273922,1
0,28.0,99.44552795031056,8.354037267080745,257.0,1,2358642857.142857,808255000.0,1550387857.142857,238,51.95230375186313,-17.684504472616588,2
0,30.0,84.58178571428572,7.044642857142857,376.0,1,881769230.7692307,460324074.0740741,421445156.69515663,93,51.95230375186313,0.2522933253676456,0
0,10.0,66.94895279650932,12.668385561285204,234.0,1,1466936730.7692308,744825875.2025932,722110855.5666376,1754,51.95230375186313,-1.1780706455707914,0
0,14.0,74.31898016997167,8.031161473087819,267.0,1,1404397959.1836734,718246103.8961039,686151855.2875695,252,51.95230375186313,-0.8096700560982342,0
0,10.0,66.84770541082165,9.438877755511022,181.0,1,1544721698.1132076,725107133.0275229,819614565.0856847,648,51.95230375186313,-5.011347726373145,1
0,11.0,88.01824144486692,10.813688212927756,469.0,1,1727145593.869732,824389270.2169626,902756323.6527693,768,51.95230375186313,-4.220990703153163,1
0,29.0,68.41901639344262,10.821493624772314,259.0,1,1381641304.347826,582507921.1469535,799133383.2008725,371,51.95230375186313,-9.79172854946544,1
0,27.0,77.96171590909091,9.807954545454546,296.0,1,1559431472.0812182,654502720.7637231,904928751.3174951,616,51.95230375186313,-9.981705333054549,1
0,17.0,87.90772727272727,6.303030303030303,417.0,1,965625000.0,629125000.0,336500000.0,24,51.95230375186313,13.199799808007427,0
0,32.0,81.01697826086956,7.855434782608696,225.0,1,1189475845.410628,519441873.7672584,670033971.6433697,714,51.95230375186313,-8.28249105483119,1
0,25.0,77.18205056179775,12.308988764044944,417.0,1,1376500000.0,625576416.6666666,750923583.3333334,544,51.95230375186313,-6.505415508734423,1
0,25.0,104.1940909090909,10.068181818181818,264.0,1,1043250000.0,591157894.7368422,452092105.26315784,39,51.95230375186313,4.71272330175222,0
0,40.0,88.0838231292517,8.191836734693878,530.0,0,1490174342.1052632,486320051.6795866,1003854290.4256766,539,41.065533402271925,-8.430422332480482,2
0,8.0,82.84618263473054,17.07634730538922,466.0,1,1982190476.1904762,969495876.2886598,1012694599.9018164,459,51.95230375186313,-3.041975106156464,1
0,36.0,76.52119266055045,6.678899082568807,605.0,0,1379300000.0,544209677.4193548,835090322.5806452,92,41.065533402271925,-1.6100358731372353,2
0,19.0,76.61284638554217,7.579819277108434,598.0,0,1677612500.0,715131517.2413793,962480982.7586207,450,41.065533402271925,1.5623986882066134,1
0,14.0,74.28997120230382,9.074154067674586,374.0,1,1907899628.252788,831737179.054054,1076162449.198734,861,51.95230375186313,-8.357915098632958,1
0,23.0,79.71315904139433,11.75599128540305,569.0,0,1331844298.245614,614954380.9523809,716889917.2932332,648,41.065533402271925,5.1076102424045615,1
0,26.0,77.32073929961089,8.09533073929961,218.0,1,1199874428.5714285,571273860.7594937,628600567.8119348,1140,51.95230375186313,-4.341166523140551,1
0,43.0,71.14401084010841,5.547425474254743,139.0,1,1787524590.1639345,434520304.56852794,1353004285.5954065,258,51.95230375186313,-27.643809929762593,2
0,14.0,74.74836289222374,10.435197817189632,519.0,0,1523180327.8688524,726665000.0,796515327.8688524,495,41.065533402271925,6.641555949171348,1
0,32.0,68.5045871559633,7.516819571865444,283.0,1,1585761194.0298507,561827500.0,1023933694.0298507,263,51.95230375186313,-16.522788758357486,2
0,9.0,66.04973684210526,6.368421052631579,367.0,1,678625000.0,402196111.1111111,276428888.8888889,26,51.95230375186313,7.314023175543184,0
0,25.0,73.13640718562874,11.091317365269461,401.0,1,1331948863.6363637,608598417.5084175,723350446.1279463,473,51.95230375186313,-6.259977708138123,1
0,24.0,96.8,6.882352941176471,190.0,1,626000000.0,429857142.85714287,196142857.14285713,15,51.95230375186313,16.71497146493286,0
0,40.0,88.74988721804512,7.924812030075188,251.0,1,1443969072.1649485,499782944.98381877,944186127.1811297,406,51.95230375186313,-17.340555161258465,2
0,10.0,71.84722868217054,9.170542635658915,455.0,1,1108931818.1818182,631886607.1428572,477045211.03896105,200,51.95230375186313,5.029252443258535,0
0,21.0,70.98333333333333,7.173913043478261,140.0,1,1136725490.1960785,591953846.1538461,544771644.0422324,116,51.95230375186313,0.12305228257730505,0
0,28.0,86.8830223880597,7.376865671641791,155.0,1,1464635135.1351352,679961904.7619047,784673230.3732305,184,51.95230375186313,-5.526959415222741,1
0,20.0,88.02078313253013,11.867469879518072,243.0,1,1313314285.7142856,689034177.2151898,624280108.4990958,114,51.95230375186313,0.5129884261198328,0
0,10.0,61.883585585585585,8.812612612612613,375.0,1,1732392857.142857,794034154.589372,938358702.553485,291,51.95230375186313,-6.117771976031975,1
0,14.0,72.14959881422925,7.804347826086956,790.0,0,1714025925.925926,793088921.5686275,920937004.3572985,339,41.065533402271925,5.204999007568759,1
0,12.0,87.83941908713693,10.341632088520056,602.0,0,1575050000.0,824464621.8487395,750585378.1512605,507,41.065533402271925,11.279764959604812,0
0,31.0,72.1425,10.25,465.0,1,751857142.8571428,433727272.72727275,318129870.12987006,29,51.95230375186313,5.735154144601054,0
0,9.0,62.05227762803234,10.070080862533693,577.0,0,1270063583.815029,639920028.0898876,630143555.7251413,529,41.065533402271925,9.319347815067594,0
0,31.0,68.16064439140811,8.155131264916468,442.0,1,928081081.081081,431443813.95348835,496637267.1275927,326,51.95230375186313,-5.464575174213607,1
0,17.0,71.79007352941177,7.4375,194.0,1,1307254901.9607842,696419491.5254238,610835410.4353604,169,51.95230375186313,1.3211236784602818,0
0,30.0,96.75994884910486,9.608695652173912,533.0,0,1137003816.793893,600233699.4219654,536770117.37192774,304,41.065533402271925,11.725291971955542,0
0,29.0,73.46790697674419,11.131782945736434,320.0,1,942200000.0,525069104.47761196,417130895.52238804,97,51.95230375186313,3.7756844117552077,0
0,30.0,74.21827338129496,9.967625899280575,252.0,1,998382978.7234043,503207062.14689267,495175916.5765116,224,51.95230375186313,-1.5500960950053297,0
0,11.0,16.3754,4.15,186.0,1,177100000.0,163800000.0,13300000.0,17,51.95230375186313,40.53781482521197,2
0,30.0,84.91140625,10.260416666666666,492.0,1,1322086206.8965516,583126226.4150944,738959980.4814572,164,61.781098105022146,-17.674577412705304,1
0,18.0,142.359,11.1,710.0,0,2106882352.9411764,1199166666.6666667,907715686.2745097,29,60.212713010959696,-3.29607193735405,0
0,36.0,74.8815107913669,10.048920863309352,705.0,0,1321414634.1463416,596583492.0634921,724831142.0828495,542,60.212713010959696,-15.06537797717629,1
0,30.0,84.87115334207077,12.757536041939712,406.0,1,1555660130.7189543,672492208.1218274,883167922.597127,547,61.781098105022146,-18.55236228783356,1
0,29.0,74.97197211155378,14.930278884462151,364.0,1,1427494791.6666667,610352000.0,817142791.6666667,717,61.781098105022146,-19.02423457297482,1
0,4.0,57.8751724137931,5.827586206896552,358.0,1,703777777.7777778,516250000.0,187527777.7777778,25,61.781098105022146,11.573022513860074,1
0,27.0,70.314375,10.541666666666666,379.0,1,647529411.7647059,429562631.57894737,217966780.18575853,36,61.781098105022146,4.5576077165812805,0
0,43.0,124.711,5.8545454545454545,520.0,0,1951703703.7037036,557204580.1526718,1394499123.5510318,185,60.212713010959696,-31.663062820960192,2
0,30.0,68.08836644591611,11.682119205298013,830.0,0,1139752066.1157024,572678060.3448275,567074005.7708749,353,60.212713010959696,-9.966867675796088,0
0,29.0,72.11447368421052,8.052631578947368,200.0,1,1061923076.9230769,508351351.3513513,553571725.5717256,50,61.781098105022146,-13.910271827821369,1
0,30.0,67.8378947368421,10.456140350877194,609.0,0,1282700000.0,626777173.9130435,655922826.0869565,86,60.212713010959696,-11.348818576326224,1
0,26.0,74.06096091205212,12.055374592833877,222.0,1,1522114130.4347825,711070238.0952381,811043892.3395444,478,61.781098105022146,-15.065137463350332,1
0,38.0,63.49016096579477,7.959758551307847,815.0,0,1060428571.4285715,425437243.81625444,634991327.6123171,388,60.212713010959696,-20.0933447405329,1
0,8.0,69.09470588235294,7.431372549019608,674.0,0,923647058.8235294,616920000.0,306727058.82352936,42,60.212713010959696,6.579033263400255,0
0,37.0,72.61883027522936,9.775229357798166,692.0,0,1481546511.627907,589286910.5691057,892259601.0588013,332,60.212713010959696,-20.437592490335355,2
0,22.0,125.52225806451612,8.806451612903226,242.0,1,1238571428.5714285,615315789.4736842,623255639.0977443,26,61.781098105022146,-12.101622599649716,1
0,8.0,15.724494382022472,14.213483146067416,236.0,1,216652173.91304347,213650000.0,3002173.913043469,43,61.781098105022146,36.83319047615385,2
0,37.0,63.6198976109215,8.156996587030717,672.0,0,1021273437.5,454238750.0,567034687.5,224,60.212713010959696,-15.735031195211889,1
0,19.0,131.25444137931035,24.53103448275862,361.0,1,2216435828.8770056,1298006872.9641693,918428955.9128363,494,61.781098105022146,-3.2182984943595514,0
0,20.0,86.94883720930233,13.372093023255815,256.0,1,1000833333.3333334,633178571.4285715,367654761.9047619,33,61.781098105022146,1.4840380910049689,0
0,18.0,148.87701754385964,11.192982456140351,831.0,0,2277000000.0,1383064516.1290324,893935483.8709676,46,60.212713010959696,0.5279332836838009,0
0,50.0,55.87304347826087,2.681159420289855,530.0,0,480250000.0,191800000.0,288450000.0,46,60.212713010959696,-20.27518047582175,2
0,20.0,84.70305084745763,11.491525423728813,491.0,1,1403176470.5882354,812166666.6666666,591009803.9215688,41,61.781098105022146,-3.900519026740376,0
0,8.0,72.86396551724138,9.48448275862069,656.0,0,1375148437.5,765704125.4125413,609444312.0874587,431,60.212713010959696,-4.531151331365294,0
0,12.0,16.551359773371104,7.470254957507082,270.0,1,146194805.1948052,144272727.27272728,1922077.922077924,88,61.781098105022146,36.90416439830911,2
0,37.0,71.10839393939393,6.836363636363636,533.0,0,1318015625.0,555743333.3333334,762272291.6666666,241,60.212713010959696,-18.04755784951513,1
0,24.0,81.09336734693878,14.96938775510204,998.0,0,1150400000.0,553760714.2857143,596639285.7142857,81,60.212713010959696,-12.07635050350887,1
0,25.0,76.69077419354839,9.658064516129032,963.0,0,1146588888.8888888,655767857.1428572,490821031.74603164,129,60.212713010959696,-3.0197763361298655,0
0,9.0,71.59354166666667,12.864583333333334,392.0,1,1219933333.3333333,698720666.6666666,521212666.6666666,105,61.781098105022146,-4.505782514006235,0
0,30.0,83.00957345971564,11.388625592417062,968.0,0,1248870370.3703704,546879807.6923077,701990562.6780627,158,60.212713010959696,-16.422755248560172,1
0,27.0,70.2820202020202,8.616161616161616,461.0,1,1100000000.0,547712962.962963,552287037.037037,76,61.781098105022146,-11.989010562934602,1
0,14.0,91.36636752136752,12.465811965811966,425.0,1,2083362500.0,1070565420.5607476,1012797079.4392524,187,61.781098105022146,-10.394677327997137,0
0,27.0,71.04151898734177,11.306962025316455,604.0,0,1340029069.7674417,646264516.1290323,693764553.6384095,241,60.212713010959696,-11.985064021136687,1
0,20.0,110.422,8.2,488.0,1,1821250000.0,847937500.0,973312500.0,44,61.781098105022146,-15.223102223072935,1
0,24.0,84.32,13.577777777777778,285.0,1,1393500000.0,694687500.0,698812500.0,34,61.781098105022146,-11.929106716432266,1
0,35.0,84.4525,5.851851851851852,318.0,1,1083900000.0,528601694.91525424,555298305.0847458,79,61.781098105022146,-13.012605170687408,1
0,24.0,89.12428571428572,9.964285714285714,518.0,0,1551909090.909091,762796296.2962964,789112794.6127946,49,60.212713010959696,-11.060588007976513,1
0,20.0,109.09673333333333,12.073333333333334,117.0,1,2009878048.7804878,1075000000.0,934878048.7804878,103,61.781098105022146,-8.295265934644135,0
0,27.0,65.08764705882353,12.617647058823529,546.0,0,873750000.0,497082291.6666667,376667708.3333333,80,60.212713010959696,-3.3220358531151604,0
0,17.0,99.444375,9.64375,218.0,1,1929634146.3414633,935712535.2112676,993921611.1301957,112,61.781098105022146,-13.289391167447768,1
0,29.0,69.25037735849057,8.226415094339623,862.0,0,951650000.0,459428571.4285714,492221428.5714286,41,60.212713010959696,-11.93566037306011,1
0,17.0,78.27952879581152,10.638743455497382,178.0,1,990628378.3783784,562779487.1794872,427848891.19889116,152,67.52043092168637,-10.710077063185338,0
0,12.0,80.20954666666667,8.700666666666667,597.0,0,1258474895.3974895,635851950.5494505,622622944.848039,1206,66.67581269139214,-16.15021596515657,0
0,13.0,14.993572164948453,9.154639175257731,327.0,1,103780000.0,99000000.0,4780000.0,88,67.52043092168637,27.873671988315564,2
0,9.0,58.364,9.633333333333333,1144.0,0,434333333.3333333,326454545.45454544,107878787.87878788,23,66.67581269139214,8.486400383330533,1
0,23.0,82.95760544217687,12.80408163265306,956.0,0,916187763.7130802,530465922.61904764,385721841.0940325,573,66.67581269139214,-8.77655408645272,0
0,15.0,79.28312072892939,10.544419134396355,233.0,1,1124763358.778626,626257098.4455959,498506260.3330301,324,67.52043092168637,-11.841421327557619,0
0,13.0,24.657022988505748,8.950191570881227,202.0,1,255484126.98412699,213350000.0,42134126.984126985,97,67.52043092168637,15.987692466838382,2
0,10.0,20.224556313993173,9.167235494880545,54.0,1,182848484.84848484,169950000.0,12898484.848484844,48,67.52043092168637,25.425376171452513,2
0,26.0,77.71161395856052,12.010905125408943,1295.0,0,820093639.5759717,437346666.6666667,382746972.90930504,706,66.67581269139214,-13.34694321097571,0
0,11.0,77.09045253164557,8.575949367088608,363.0,1,1046741935.483871,527213750.0,519528185.483871,87,67.52043092168637,-17.153312520502972,0
0,7.0,73.41573913043479,9.633333333333333,908.0,0,1202372881.3559322,633975457.0637119,568397424.2922204,538,66.67581269139214,-13.948787082766536,0
0,7.0,70.64326186830016,12.64624808575804,358.0,1,1071357638.8888888,536716835.01683503,534640803.8720538,441,67.52043092168637,-17.42354305392756,0
0,7.0,20.612336182336183,8.783475783475783,323.0,1,213337209.30232558,171658765.43209878,41678443.8702268,124,67.52043092168637,12.943153463556428,2
0,26.0,78.62014184397164,9.893617021276595,721.0,0,771049180.3278688,449570873.78640777,321478306.54146105,225,66.67581269139214,-8.36943156078263,0
0,34.0,46.85937931034483,7.796551724137931,1056.0,0,479593333.3333333,278657431.19266057,200935902.14067274,184,66.67581269139214,-8.57295516084669,0
0,34.0,84.94,6.680851063829787,392.0,1,656041666.6666666,366360000.0,289681666.6666666,32,67.52043092168637,-11.676416948996625,0
0,6.0,17.42623595505618,8.96629213483146,270.0,1,203680000.0,184351041.66666666,19328958.333333343,73,67.52043092168637,22.989703439402916,2
0,6.0,52.7745527027027,6.9324324324324325,408.0,1,641944444.4444444,477833333.3333333,164111111.1111111,66,67.52043092168637,6.914878468188149,1
0,25.0,81.3211888111888,10.27972027972028,914.0,0,739008256.880734,443974166.6666667,295034090.2140673,229,66.67581269139214,-6.598788851275813,0
0,25.0,47.50944812362031,11.183222958057396,1406.0,0,532012162.1621622,292340425.5319149,239671736.6302473,336,66.67581269139214,-11.725861106862972,0
0,7.0,15.228,17.377777777777776,544.0,0,185866666.66666666,175442105.2631579,10424561.403508753,44,66.67581269139214,27.715563884912342,2
0,11.0,21.028333333333332,11.844444444444445,309.0,1,178519277.10843372,221956521.73913044,-43437244.630696714,106,67.52043092168637,56.81153217735343,2
0,4.0,65.30599229287091,8.447013487475916,522.0,0,1322045977.0114942,688309859.1549296,633736117.8565645,300,66.67581269139214,-14.611824666492659,0
0,19.0,75.58098387096774,12.637096774193548,1029.0,0,955139130.4347826,544808823.5294118,410330306.90537083,336,66.67581269139214,-9.63607825171811,0
0,10.0,28.660950226244346,12.71945701357466,192.0,1,382066666.6666667,315240263.15789473,66826403.508771956,121,67.52043092168637,14.988798660732414,2
0,8.0,63.19120711562897,13.587039390088945,168.0,1,1143349726.7759564,579396870.0265253,563952856.7494311,560,67.52043092168637,-16.845046438906827,0
0,26.0,75.93231270358307,11.677524429967427,253.0,1,742766666.6666666,407252110.3896104,335514556.2770562,518,67.52043092168637,-12.691353545712246,0
0,26.0,72.68260223048327,13.356877323420074,259.0,1,682743902.4390244,377821923.0769231,304921979.3621014,212,67.52043092168637,-12.181683592388005,0
